model,transform,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,num_runs
cnn_net_2,transform_none,0.9142000012927585,0.0036866234448206495,0.9155840675036112,0.002950621924590675,0.9142000012927585,0.0036865957798029834,9
