model,transform,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,num_runs
cnn_net,transform_3,0.8636999726295471,0.0,0.8683162331581116,0.0,0.8637000322341919,0.0,1
cnn_net_2,transform_3,0.8687999844551086,0.0,0.869057297706604,0.0,0.8688000440597534,0.0,1
cnn_net_3,transform_3,0.8647000193595886,0.0,0.8665200471878052,0.0,0.8647000789642334,0.0,1
