transform,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,num_runs
transform_1,0.8682600021362304,0.006139905233882827,0.8703206419944763,0.005314828231863736,0.8682600140571595,0.0061399010402027,5
transform_2,0.8784000039100647,0.005144711426366569,0.8797991275787354,0.004286766658237656,0.8784000158309937,0.005144725792517245,5
transform_3,0.9093800067901612,0.0029321665101681884,0.9103340625762939,0.0030032595274200376,0.9093800067901612,0.0029321620382647003,5
transform_4,0.908459997177124,0.0030295969661108656,0.9102519273757934,0.003343525224832167,0.9084599852561951,0.003029618843809088,5
transform_5,0.9117199897766113,0.002766506201534255,0.913197374343872,0.0024676590783858534,0.9117200255393982,0.0027665498949106418,5
transform_none,0.9124400019645691,0.0018746755970527728,0.9143362522125245,0.0019518349881299138,0.9124399662017822,0.0018746776322465998,5
